,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,MAT_nichefrac_2021,MTWM_nichefrac_2021,MTCM_nichefrac_2021,AP_nichefrac_2021,PDQ_nichefrac_2021
10538,Pelophylax nigromaculatus,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.4420377134348237,0.05994553925263367,1.0,1.0,1.0,1.0,1.0
10539,Pelophylax nigromaculatus,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.7996275204560104,0.056722836159554806,1.0,1.0,1.0,1.0,1.0
10540,Pelophylax nigromaculatus,1,3,1,IUCN,2018,IUCN (International Union for Conservation of Nature),0,Extant & Introduced (resident),2.4717322237075408,0.044133513863781636,1.0,1.0,1.0,1.0,1.0
10541,Pelophylax nigromaculatus,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature),0,Extant (resident),11.219533561351303,0.2800831399629479,1.0,1.0,1.0,0.9710092628730526,0.9710092628730526
10542,Pelophylax nigromaculatus,1,3,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant & Introduced (resident),1.7241167480586637,0.18917534636614905,1.0,1.0,1.0,1.0,1.0
10543,Pelophylax terentievi,1,1,1,Janice Chanson & Louise Hobin,2022,IUCN (International Union for Conservation of Nature),0,Extant (resident),34.40146245552128,41.37353925477542,1.0,1.0,1.0,1.0,0.9843199924324212
10544,Phantasmarana apuana,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.2857562475860598,0.027494711567722742,1.0,1.0,1.0,1.0,1.0
10545,Phantasmarana apuana,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.6371348119199223,0.012977677631401377,1.0,1.0,1.0,1.0,1.0
10546,Phantasmarana apuana,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.11447747320782578,0.0007410555034349337,1.0,1.0,1.0,1.0,1.0
10547,Phantasmarana apuana,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.9801311338584756,0.05070672681190272,1.0,1.0,1.0,1.0,1.0
10548,Phantasmarana apuana,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.7406459731440265,0.12391711739104283,1.0,1.0,1.0,1.0,1.0
10549,Phantasmarana apuana,3,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),3.6463997739597716,0.35625315026330506,1.0,1.0,1.0,1.0,1.0
10550,Phrynomedusa appendiculata,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.9509770352646013,0.019737651895432466,1.0,1.0,1.0,1.0,1.0
10551,Phrynomedusa appendiculata,4,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.44486850432121633,0.006618671871041067,1.0,1.0,1.0,1.0,1.0
10552,Phrynomedusa appendiculata,4,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.8327992882181184,0.02487885004558098,1.0,1.0,1.0,1.0,1.0
10553,Phrynomedusa appendiculata,4,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,1.2410445815816822,0.04468005960421118,1.0,1.0,1.0,1.0,1.0
10554,Phrynomedusa bokermanni,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.13314137630979053,0.0014106004053776784,1.0,1.0,1.0,1.0,1.0
10555,Phrynomedusa dryade,1,1,1,Gabryella Mesquita,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),16.793816999781587,1.2016243950701744,1.0,1.0,0.979109273549793,0.9790698381012547,0.9790698381012547
10556,Phrynomedusa fimbriata,5,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extinct,0.12224157217848614,0.0011890897280796213,1.0,1.0,1.0,1.0,1.0
10557,Phrynomedusa fimbriata,5,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extinct,0.5002042135417132,0.01771104533831297,1.0,1.0,1.0,1.0,1.0
10558,Phrynomedusa marginata,4,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.11442556594208365,0.0010418904460888403,1.0,1.0,1.0,1.0,1.0
10559,Phrynomedusa vanzolinii,4,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.11591813801499969,0.0010692490871298517,1.0,1.0,1.0,1.0,1.0
10560,Phrynomedusa vanzolinii,4,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.10940341630213392,0.0009524387044623655,1.0,1.0,1.0,1.0,1.0
10561,Phyllodytes edelmoi,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),8.688305698381175,1.444899535673591,1.0,1.0,1.0,1.0,1.0
10562,Phyllodytes magnus,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),3.817565133201805,0.15918764843882388,1.0,1.0,1.0,1.0,1.0
10563,Phyllodytes magnus,3,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),15.702927027892237,3.134312647230635,1.0,1.0,1.0,0.9869572113519981,0.9740996515607093
10564,Phyllodytes punctatus,1,1,1,Lauren Warr,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),1.6095907287819988,0.08101631084250159,1.0,1.0,1.0,1.0,1.0
10565,Physalaemus atim,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),4.504040355366456,0.41499570744089215,1.0,1.0,1.0,1.0,1.0
10566,Physalaemus atlanticus,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),4.965524012104724,0.20873381792833726,1.0,1.0,0.9230088302457256,0.9228634939253257,0.9228634939253257
10567,Physalaemus barrioi,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.45120364189693957,0.006263355782452116,1.0,1.0,1.0,1.0,1.0
10568,Physalaemus claptoni,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.1044633402684939,0.000868365159060979,1.0,1.0,1.0,1.0,1.0
10569,Physalaemus deimaticus,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),3.860769543025695,0.5438727471799062,1.0,1.0,1.0,1.0,1.0
10570,Physalaemus deimaticus,3,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),2.957823568232982,0.3383140463865198,1.0,1.0,1.0,1.0,1.0
10571,Physalaemus insperatus,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.1590319714930553,0.0020125596077789193,1.0,1.0,1.0,1.0,1.0
10572,Physalaemus irroratus,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.10513132103792414,0.0008795062269040518,1.0,1.0,1.0,1.0,1.0
10573,Physalaemus jordanensis,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.327571899165975,0.04746903664656779,1.0,1.0,1.0,1.0,1.0
10574,Physalaemus jordanensis,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),3.6831723347992966,0.15422827599881805,1.0,1.0,1.0,1.0,1.0
10575,Physalaemus rupestris,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.2305020998213048,0.001854896600267902,1.0,1.0,1.0,1.0,1.0
10576,Physalaemus rupestris,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.6561277636875577,0.003966536388412676,1.0,1.0,1.0,1.0,1.0
10577,Physalaemus soaresi,3,1,1,Ibere Machado and Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),0.6876660538168546,0.006979280100389354,1.0,1.0,1.0,1.0,1.0
10578,Physalaemus soaresi,1,1,1,Ibere Machado and Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.09948298663210413,0.0004271613459378993,1.0,1.0,1.0,1.0,1.0
10579,Physalaemus soaresi,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.02740500999464001,3.4974317735299105e-05,1.0,1.0,1.0,1.0,1.0
10580,Physalaemus soaresi,5,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extinct,1.5723919019749244,0.06568626908267738,1.0,1.0,1.0,1.0,1.0
10581,Pithecopus ayeaye,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),11.757718223294265,7.641327674613608,1.0,1.0,1.0,1.0,1.0
10582,Pithecopus gonzagai,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),39.970663299362386,31.39866486711429,0.9930481529381021,1.0,0.9913054815362529,1.0,0.963698502394972
10583,Pithecopus gonzagai,6,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,34.323635813159626,12.10667158710713,1.0,1.0,1.0,1.0,0.9386343505350138
10584,Pithecopus nordestinus,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),68.52338157371975,47.451824465880996,1.0,1.0,1.0,1.0,0.9805343314063633
10585,Pithecopus oreades,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),3.0595639088217306,0.2106623634737787,1.0,1.0,1.0,1.0,1.0
10586,Pithecopus oreades,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),25.84628069324706,8.929702544754612,1.0,1.0,1.0,1.0,1.0
10587,Pristimantis giorgii,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),19.17034427565084,9.997758317516913,1.0,1.0,1.0,1.0,1.0
10588,Pristimantis moa,1,1,1,Gabryella Mesquita,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),10.294498895692469,5.628563444718857,1.0,1.0,1.0,1.0,1.0
10589,Pristimantis pictus,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),28.70316849235374,12.806843419645428,0.9084879857241062,0.8970087774286152,1.0,1.0,1.0
10590,Pristimantis pluvian,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),24.541182924472718,7.166434512113523,1.0,1.0,1.0,1.0,1.0
10591,Proceratophrys appendiculata,1,1,1,Gabryella Mesquita,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),5.323045484995818,0.5964099274223338,1.0,1.0,1.0,1.0,1.0
10592,Proceratophrys belzebul,1,1,1,Gabryella Mesquita,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.9019954803101795,0.16651268659950985,1.0,0.8890767790187428,1.0,1.0,1.0
10593,Proceratophrys belzebul,1,1,1,Gabryella Mesquita,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.55137566843643,0.010810366470536466,1.0,1.0,1.0,1.0,1.0
10594,Proceratophrys concavitympanum,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),19.636627980908386,10.53173564865108,1.0,1.0,1.0,1.0,1.0
10595,Proceratophrys gladius,1,1,1,Gabryella Mesquita,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.09505217692755841,0.0007189474773867138,1.0,1.0,1.0,1.0,1.0
10596,Proceratophrys itamari,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),4.598593767383724,0.2514883066816154,1.0,1.0,1.0,1.0,1.0
10597,Proceratophrys izecksohni,1,1,1,Sheila Andrade,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),4.084188679281002,0.0429741153235537,1.0,1.0,1.0,0.8574084208425226,0.8574084208425226
10598,Proceratophrys korekore,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.17251863802885237,0.0018634459539885065,1.0,1.0,1.0,1.0,1.0
10599,Proceratophrys mantiqueira,1,1,1,"Gabryella Mesquita
",2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),9.1142202062522,1.3272294916728884,1.0,1.0,1.0,1.0,1.0
10600,Proceratophrys melanopogon,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),12.308509107218464,1.6611711024841718,1.0,0.9452172797352041,1.0,0.9818066111542282,0.9818066111542282
10601,Proceratophrys palustris,3,1,1,Gabryella Mesquita,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),1.3829331905456215,0.08018280796877017,1.0,1.0,1.0,1.0,1.0
10602,Proceratophrys palustris,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.23041773960556505,0.0013232229497691114,1.0,1.0,1.0,1.0,1.0
10603,Proceratophrys palustris,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.07350620334498298,0.0001344519902599963,1.0,1.0,1.0,1.0,1.0
10604,Proceratophrys pombali,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),3.533353908618122,0.10599569603451955,1.0,1.0,1.0,1.0,1.0
10605,Proceratophrys pombali,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.041102016687338316,3.764261407854338e-05,1.0,0.0,1.0,1.0,1.0
10606,Proceratophrys pombali,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.013337998150063868,6.398165087912728e-06,1.0,0.0,1.0,1.0,1.0
10607,Proceratophrys pombali,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.5743672704441746,0.005303180832178647,1.0,0.5,1.0,1.0,1.0
10608,Proceratophrys pombali,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.0194539996025469,1.2274814178481995e-05,1.0,0.0,1.0,1.0,1.0
10609,Proceratophrys sanctaritae,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.5919883046591871,0.004584242523352181,1.0,1.0,1.0,1.0,1.0
10610,Proteus anguinus,1,1,1,Louise Hobin,2022,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.4417788327167935,0.44803537664040716,1.0,1.0,1.0,1.0,1.0
10611,Proteus anguinus,1,3,1,IUCN,2022,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant & Introduced (resident),0.35954761339669195,0.009384065018879964,1.0,1.0,1.0,0.6676656351138517,0.6661671824430742
10612,Proteus anguinus,1,1,1,Louise Hobin,2022,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.1360115769020727,0.06678660159250269,1.0,1.0,1.0,1.0,1.0
10613,Proteus anguinus,1,1,1,Louise Hobin,2022,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),3.6778330552088607,0.13672027518223312,1.0,1.0,1.0,1.0,1.0
10614,Proteus anguinus,1,1,1,Louise Hobin,2022,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),7.133729727508254,1.0833928466793037,1.0,1.0,1.0,1.0,1.0
10615,Proteus anguinus,1,1,1,Louise Hobin,2022,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.3705350160565253,0.07637951576861605,1.0,1.0,1.0,1.0,1.0
10616,Pseudopaludicola atragula,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),9.974124164787318,0.9393706382659972,1.0,1.0,1.0,1.0,1.0
10617,Pseudopaludicola atragula,3,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),12.369536446085863,1.9729242263387727,1.0,0.9824047223297184,1.0,1.0,1.0
10618,Pseudopaludicola coracoralinae,6,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,11.971832667249043,3.538179613726096,1.0,1.0,1.0,1.0,1.0
10619,Pseudopaludicola coracoralinae,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.041836446145367,0.13054076290211192,1.0,1.0,1.0,1.0,1.0
10620,Pseudopaludicola matuta,5,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extinct,0.9837933524863398,0.028555147988095282,1.0,1.0,1.0,1.0,1.0
10621,Pseudopaludicola matuta,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),4.9258460063521605,0.5426148037169701,1.0,1.0,1.0,1.0,1.0
10622,Pseudopaludicola mineira,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.9085186532092744,0.07916281448125802,1.0,1.0,1.0,1.0,1.0
10623,Pseudopaludicola mineira,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.116398054765054,0.21590264431046907,1.0,1.0,1.0,1.0,1.0
10624,Pseudopaludicola mineira,3,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),4.327674677003485,0.6402169399450442,1.0,1.0,1.0,1.0,1.0
10625,Pseudopaludicola ternetzi,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),100.09341886124881,56.80164610457372,1.0,0.998233048485093,1.0,1.0,1.0
10626,Pseudopaludicola ternetzi,3,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),122.766311813116,36.84875982233722,1.0,1.0,1.0,1.0,1.0
10627,Ptychadena aequiplicata,1,1,1,IUCN,2022,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),58.077721866789744,78.00214361667487,0.9970975587670688,0.989840578821556,1.0,0.9694408542863517,0.9657386903143264
10628,Ptychadena aequiplicata,6,1,1,Louise Hobin,2022,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Presence Uncertain,31.133551696592882,22.63831522870581,1.0,1.0,1.0,0.9613805389441723,0.9613765500742585
10629,Rana asiatica,1,1,1,IUCN,2022,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),27.769169651065102,17.565332324724807,1.0,1.0,1.0,0.9397671626262162,0.914118197543862
10630,Rana dybowskii,1,1,1,Louise Hobin,2022,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),194.10592706667202,261.2673292480251,1.0,1.0,1.0,1.0,1.0
10631,Rana uenoi,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.8602869591712684,0.030257180946879434,1.0,1.0,1.0,1.0,1.0
10632,Rana uenoi,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),1.2505085644501606,0.030855425098466182,1.0,1.0,1.0,1.0,1.0
10633,Rana uenoi,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),1.706339551368842,0.033873898535254895,1.0,1.0,1.0,1.0,1.0
10634,Rana uenoi,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),2.0511646716751293,0.03840170687585369,1.0,1.0,1.0,1.0,1.0
10635,Rana uenoi,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),2.471732223707541,0.04413351386378164,1.0,1.0,1.0,1.0,1.0
10636,Rana uenoi,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.523556943839536,0.008651225619103415,1.0,1.0,1.0,1.0,1.0
10637,Rana uenoi,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),1.1160005262113977,0.024769005859768576,1.0,1.0,1.0,1.0,1.0
10638,Rana uenoi,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),2.125054220701166,0.18013492174875115,1.0,1.0,1.0,1.0,1.0
10639,Rana uenoi,1,1,1,Jennifer Luedtke,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),75.37258297754057,22.238581222285273,1.0,1.0,1.0,1.0,1.0
10640,Ranodon sibiricus,1,1,1,Nieves Garcia & Amaël Borzée,2022,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.582796858494913,0.3482020384281504,1.0,1.0,1.0,1.0,1.0
10641,Rhinella roqueana,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),24.97236565206865,46.51148249946814,1.0,1.0,1.0,1.0,1.0
10642,Rhinella sebbeni,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),10.940529377612384,0.9908926900792201,1.0,1.0,1.0,1.0,1.0
10643,Rhinella sebbeni,3,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),12.702918506872622,1.5450989950350256,1.0,1.0,1.0,1.0,1.0
10644,Salamandra infraimmaculata,1,1,1,Ugur Kaya,2022,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),39.164324943568324,9.246853126955518,1.0,1.0,1.0,0.9879977097155873,0.959658984379459
10645,Salamandrella keyserlingii,1,1,1,Janice Chanson,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.243371853065561,0.12302429532833951,1.0,1.0,1.0,1.0,1.0
10646,Salamandrella keyserlingii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.08328761536546397,0.00046262017269058895,1.0,1.0,1.0,1.0,1.0
10647,Salamandrella keyserlingii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.0340917382100996,6.372219887669464e-05,1.0,1.0,1.0,1.0,1.0
10648,Salamandrella keyserlingii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.1104474589073812,0.09168929581957959,1.0,1.0,1.0,1.0,1.0
10649,Salamandrella keyserlingii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),3.6818641143892323,0.17183184711028796,1.0,1.0,1.0,1.0,1.0
10650,Salamandrella keyserlingii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),3.088530782086687,0.2610962650511339,1.0,1.0,1.0,1.0,1.0
10651,Salamandrella keyserlingii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.9504750109342409,0.05046998297521342,1.0,1.0,1.0,1.0,1.0
10652,Salamandrella keyserlingii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),33.6114827864192,9.288280526699563,1.0,1.0,1.0,1.0,1.0
10653,Salamandrella keyserlingii,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),2.7477613647448442,0.2634412987592322,1.0,1.0,1.0,1.0,1.0
10654,Salamandrella keyserlingii,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),443.11936751070675,2012.6911311888236,,,,,
10655,Salamandrella tridactyla,1,1,1,Nieves Garcia,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),35.158140616420035,32.31288079822522,1.0,1.0,1.0,1.0,1.0
10656,Scarthyla goinorum,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),56.85774359946757,135.99428700880424,1.0,1.0,1.0,1.0,1.0
10657,Scinax agilis,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),32.77427900897523,6.030645217745699,0.9946977293402189,1.0,0.9841017736116453,0.9841103592026336,0.9507231893393803
10658,Scinax albicans,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.7501311885383504,0.22835793433042154,1.0,1.0,1.0,1.0,1.0
10659,Scinax angrensis,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),8.264801179451428,0.21891740257143885,1.0,1.0,0.9287718532242591,0.9286373957690168,0.9286373957690168
10660,Scinax arduous,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.8971235442019765,0.4185830415897545,1.0,1.0,1.0,1.0,1.0
10661,Scinax cabralensis,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature).,0,Extant (resident),3.4028808178645407,0.16494962065257102,1.0,1.0,1.0,1.0,1.0
10662,Scinax caldarum,4,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,1.844096377030424,0.0885352752903845,1.0,1.0,1.0,1.0,1.0
10663,Scinax caldarum,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.3131433838637525,0.10091549200006893,1.0,1.0,1.0,1.0,1.0
10664,Scinax caldarum,3,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),3.052850268360182,0.1973672016342233,1.0,1.0,1.0,1.0,1.0
10665,Scinax canastrensis,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),13.673081940298095,1.749148584480275,1.0,1.0,1.0,1.0,1.0
10666,Scinax garbei,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),75.57959235001262,368.8567764665459,1.0,1.0,1.0,0.9995063489027634,0.9990073273868302
10667,Scinax haddadorum,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.3003586714571513,0.042236580245349806,1.0,1.0,1.0,1.0,1.0
10668,Scinax haddadorum,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.5803083809472108,0.013555702192412814,1.0,1.0,1.0,1.0,1.0
10669,Scinax haddadorum,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.1998443111331691,0.036922392196654004,1.0,1.0,1.0,1.0,1.0
10670,Scinax haddadorum,3,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),1.9278498858936937,0.03473876385928499,1.0,1.0,1.0,1.0,1.0
10671,Scinax heyeri,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.1836293203536536,0.031445023974500864,1.0,1.0,1.0,1.0,1.0
10672,Scinax heyeri,6,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,4.879310615897149,0.49262287600158366,1.0,1.0,1.0,1.0,1.0
10673,Scinax insperatus,1,1,1,Sheila Andrade,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.20015684079482407,0.001062008965329032,1.0,1.0,1.0,1.0,1.0
