,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,MAT_nichefrac_2021,MTWM_nichefrac_2021,MTCM_nichefrac_2021,AP_nichefrac_2021,PDQ_nichefrac_2021
10674,Scinax insperatus,1,1,1,Sheila Andrade,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.044265211948518575,4.579136939481277e-05,1.0,1.0,1.0,1.0,1.0
10675,Scinax jolyi,1,1,1,Kelsey Neam,2022,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.974106588585918,0.29264545819372806,1.0,1.0,1.0,1.0,1.0
10676,Scinax jolyi,3,1,1,Kelsey Neam,2022,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),6.0195311669151055,0.722506330238574,1.0,1.0,1.0,1.0,1.0
10677,Scinax kautskyi,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),4.47433939742494,0.4937368984157757,,,,,
10678,Scinax kautskyi,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.241330525598049,0.12334699462536416,1.0,1.0,0.8330727591503749,1.0,1.0
10679,Scinax lindsayi,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),8.430992600305574,3.819489233665716,1.0,1.0,1.0,0.9878058225353005,1.0
10680,Scinax maracaya,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),11.674318776242682,4.958030556012494,1.0,1.0,1.0,1.0,1.0
10681,Scinax melanodactylus,1,1,1,Nieves Garcia,2021,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),42.446857784222736,4.074681180294091,1.0,1.0,1.0,0.9917234063817508,0.8929195482634374
10682,Scinax muriciensis,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.08178917032471757,0.0004104482610076115,1.0,1.0,1.0,1.0,1.0
10683,Scinax muriciensis,3,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),1.3109673777369235,0.014198543321835311,1.0,1.0,1.0,1.0,1.0
10684,Scinax peixotoi,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.051151141567652235,5.182511580290297e-05,0.0,1.0,0.0,1.0,1.0
10685,Scinax ranki,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),6.50673186905524,0.7532189487761337,1.0,1.0,1.0,1.0,1.0
10686,Scinax rossaferesae,3,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),16.87954444937247,2.202245807181972,1.0,1.0,1.0,1.0,1.0
10687,Scinax rossaferesae,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),6.848452280871869,0.4839564840550072,1.0,1.0,1.0,1.0,1.0
10688,Scinax rossaferesae,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.0410450078128384,0.04049976948796378,1.0,1.0,1.0,1.0,1.0
10689,Scinax rostratus,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),133.5007442180545,132.76439532471693,0.9711097815463229,0.9768191298318674,0.9829061960719035,0.9946909094668767,0.9930510684208441
10690,Scinax ruber,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),194.60008639803345,654.7712554851206,,,,,
10691,Scinax ruber,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),7.819736650444521,0.6656157921845113,1.0,1.0,1.0,1.0,1.0
10692,Scinax ruber,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),3.9447614194945624,0.40066755110987595,1.0,1.0,1.0,1.0,0.9375305349229496
10693,Scinax ruber,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.9132414842650153,0.025904266786835047,1.0,1.0,1.0,1.0,1.0
10694,Scinax ruber,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.6033559950319721,0.019797841804840028,1.0,1.0,1.0,1.0,1.0
10695,Scinax ruber,1,3,1,IUCN,2021,IUCN (International Union for Conservation of Nature),0,Extant & Introduced (resident),2.1281130763719514,0.0885108083910736,1.0,1.0,1.0,1.0,1.0
10696,Scinax ruber,1,3,1,IUCN,2021,IUCN (International Union for Conservation of Nature),0,Extant & Introduced (resident),0.4635888349116608,0.011685437731782142,1.0,1.0,1.0,1.0,1.0
10697,Scinax ruber,1,3,1,IUCN,2021,IUCN (International Union for Conservation of Nature),0,Extant & Introduced (resident),0.29420912319654835,0.005061707589719821,1.0,1.0,1.0,1.0,1.0
10698,Scinax ruber,1,3,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant & Introduced (resident),2.9133230013788616,0.06758115414505653,1.0,1.0,1.0,1.0,1.0
10699,Scinax similis,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),69.03944020136935,112.9993727287301,1.0,0.9976085194345664,0.999500011683442,0.9985064013863787,0.998059954566591
10700,Scinax skuki,1,1,1,Sheila Andrade,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.12335412346344596,0.0007733299791439368,1.0,1.0,1.0,1.0,1.0
10701,Scinax skuki,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.1557920022779993,0.0005394169304661056,1.0,1.0,1.0,1.0,1.0
10702,Scinax skuki,3,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),5.759408124984988,1.3445552920169066,1.0,1.0,1.0,1.0,1.0
10703,Scinax trapicheiroi,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),23.192584031187252,4.1736239289592225,1.0,0.9625554755691124,1.0,0.9906942089086985,0.9628474998250335
10704,Scinax tripui,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),3.6987582905276875,0.49027904268320727,1.0,1.0,1.0,1.0,1.0
10705,Scinax tripui,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.1372151378567719,0.015557459178069631,1.0,1.0,1.0,1.0,1.0
10706,Scinax tripui,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.6371348119199223,0.012977677631401377,1.0,1.0,1.0,1.0,1.0
10707,Scinax tripui,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.2857562475860598,0.027494711567722742,1.0,1.0,1.0,1.0,1.0
10708,Scinax tupinamba,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.221212219813366,0.016084844374119413,1.0,1.0,1.0,1.0,1.0
10709,Scinax v-signatus,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),4.390173361563718,0.45773357888398114,1.0,1.0,1.0,1.0,1.0
10710,Scinax v-signatus,6,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,0.9085586655836085,0.03797547412841502,0.5004269458989679,1.0,1.0,1.0,1.0
10711,Sclerophrys togoensis,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),50.561949116122506,35.960408880471725,0.99272757599965,0.9767236870842286,1.0,0.9737804549354623,0.9751578644776542
10712,Sphaenorhynchus botocudo,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),10.426050430637936,3.967175953493738,1.0,0.9764703177341416,1.0,1.0,1.0
10713,Sphaenorhynchus cammaeus,3,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),0.30004552289262926,0.0036057493556652547,1.0,1.0,1.0,1.0,1.0
10714,Sphaenorhynchus cammaeus,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.08273611555867043,0.0005447041001202555,1.0,1.0,1.0,1.0,1.0
10715,Sphaenorhynchus canga,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.6811798763335685,0.019643554450246705,1.0,1.0,1.0,1.0,1.0
10716,Sphaenorhynchus caramaschii,1,1,1,Lauren Warr,2021,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),18.116907683728282,10.753597652866201,0.9955055280335307,0.9953572044936826,1.0,1.0,0.982215278817737
10717,Sphaenorhynchus mirim,1,1,1,Sheila Andrade,2021,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),2.4419133910714605,0.14383943565343418,1.0,1.0,1.0,1.0,1.0
10718,Sphaenorhynchus palustris,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.963877850027619,0.02390392419490119,1.0,1.0,1.0,1.0,1.0
10719,Sphaenorhynchus planicola,1,1,1,Nieves Garcia,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),26.800605536254896,3.6774730883905202,,,,,
10720,Sphaenorhynchus platycephalus,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),11.567785431755617,2.536850909949729,1.0,0.9577603777191368,1.0,0.9859721848579304,0.971970800146013
10721,Sphaenorhynchus prasinus,1,1,1,Nieves Garcia,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),34.18604002881148,16.21432314159736,1.0,1.0,1.0,1.0,0.9876882055842952
10722,Sphaenorhynchus prasinus,1,1,1,Nieves Garcia,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),16.93623773198296,3.0730680129388586,1.0,1.0,1.0,0.9893556969362148,0.9363158351163839
10723,Sphaenorhynchus prasinus,3,1,1,Nieves Garcia & Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),5.71986311546034,1.2710155667568626,1.0,1.0,1.0,1.0,1.0
10724,Strabomantis sulcatus,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),40.705567653159484,90.85486912617544,1.0,1.0,1.0,0.9987286929679463,0.9974258995404158
10725,Synapturanus mirandaribeiroi,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),63.525010823081985,96.75687776464402,0.9970718695817873,0.9970718695817873,0.9970718695817873,0.9994151074833066,0.9982349092846722
10726,Synapturanus salseri,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),33.056913909963036,33.387977625095886,1.0,1.0,0.99678478936941,0.9903180859984174,0.9951501142845467
10727,Synapturanus salseri,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.276160290298033,0.04977554572125319,1.0,1.0,1.0,1.0,1.0
10728,Teratohyla adenocheira,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),21.725877879036126,23.47670998885708,1.0,1.0,1.0,1.0,1.0
10729,Thoropa bryomantis,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),6.162677711223484,0.929636239516113,1.0,1.0,1.0,1.0,1.0
10730,Thoropa lutzi,4,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,1.371709477971483,0.04368869131236538,1.0,1.0,1.0,1.0,1.0
10731,Thoropa lutzi,4,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.42505257047713024,0.008419910683420009,1.0,1.0,1.0,1.0,1.0
10732,Thoropa lutzi,4,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,1.1150509319773079,0.02665452554822624,1.0,0.5,0.0,1.0,1.0
10733,Thoropa lutzi,5,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extinct,3.3207384990518665,0.0838712872949311,1.0,0.5995581160448848,0.6002945893034102,1.0,1.0
10734,Thoropa miliaris,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),33.32181823417837,41.723463404643134,1.0,1.0,0.9987058206752937,0.9961339407719249,0.9923184198697018
10735,Thoropa petropolitana,4,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,1.7002692138326336,0.09968036083706022,1.0,1.0,1.0,1.0,1.0
10736,Thoropa petropolitana,6,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,0.17659242434373607,0.0024815613855913967,1.0,1.0,1.0,1.0,1.0
10737,Thoropa petropolitana,6,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,0.10608368849856854,0.0008955132165386953,1.0,1.0,1.0,1.0,1.0
10738,Thoropa taophora,3,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),7.940121910718001,0.17364100459271836,1.0,1.0,1.0,0.9168341780591679,0.9168341780591679
10739,Thoropa taophora,1,1,1,Gabryella Mesquita,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),14.306230106979667,0.5096365469750773,1.0,1.0,0.9231257377252063,0.9614535621260374,0.9614535621260374
10740,Tomopterna monticola,1,1,1,Louise Hobin,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.10063284239079545,0.000805848528366151,0.5,0.5,0.5,1.0,1.0
10741,Tomopterna tandyi,1,1,1,Evie J Morris,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),90.49744140172892,229.42698325916706,0.9957557206193313,0.994389223038459,0.9810830566424695,0.9983161061710054,0.998876892826951
10742,Trachycephalus coriaceus,1,1,1,Kelsey Neam,2022,IUCN (International Union for Conservation of Nature),0,Extant (resident),81.19769301637903,322.39373425801966,1.0,1.0,1.0,1.0,1.0
10743,Trachycephalus cunauaru,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),69.99558810808347,236.8808828455283,1.0,1.0,1.0,0.9970072649047621,0.9972213841874747
10744,Trachycephalus mambaiensis,1,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),20.83397529635642,2.0933484080753213,1.0,1.0,1.0,1.0,1.0
10745,Trachycephalus mambaiensis,3,1,1,Ibere Machado,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),26.854177429965812,6.104540295751362,1.0,1.0,1.0,1.0,1.0
10746,Trachycephalus quadrangulum,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),17.282474622189522,3.8062691267566118,1.0,1.0,1.0,0.9374975561313257,0.9479217235410923
10747,Trachycephalus quadrangulum,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),1.036679983640712,0.04096367252594628,1.0,1.0,1.0,1.0,1.0
10748,Trachycephalus quadrangulum,3,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Possibly Extant (resident),1.3972096165005803,0.07766947386775071,1.0,1.0,1.0,1.0,1.0
10749,Trachycephalus resinifictrix,6,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,4.773068036600729,0.7870708507869538,1.0,1.0,1.0,0.904757132059396,0.8571372855267773
10750,Trachycephalus resinifictrix,6,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Presence Uncertain,10.424602111230387,3.175041320418593,1.0,1.0,1.0,1.0,1.0
10751,Trachycephalus resinifictrix,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),76.25200696586228,107.50396279261965,0.9994641814893207,0.9967761403007357,1.0,0.9983875816938702,0.9957028117789104
10752,Trachycephalus venezolanus,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),20.226291347372378,15.111097783489646,1.0,1.0,1.0,0.9897577222968205,0.9795168101678062
10753,Triturus macedonicus,1,1,1,IUCN,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),24.182256510131054,20.30857348433661,1.0,1.0,1.0,0.9384525192777374,0.9627579687899435
10754,Typhlonectes compressicauda,1,1,1,Kelsey Neam,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),107.76465992580752,282.2659011516685,0.9991558392020937,0.9997890211512311,1.0,0.9928252812860641,0.9923963719281899
10755,Vitreorana ritae,1,1,1,Kelsey Neam,2022,IUCN (International Union for Conservation of Nature),0,Extant (resident),90.77161543003879,279.8601899592165,1.0,1.0,1.0,1.0,1.0
10756,Xenohyla truncata,1,1,1,Tatianne Abreu-Jardim,2021,IUCN (International Union for Conservation of Nature),0,Extant (resident),5.2610354711465055,0.16941248281272334,1.0,1.0,1.0,1.0,1.0
10757,Uperoleia lithomoda,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),2.070511413462884,0.29807740080065365,0.9091578205034355,0.5456050961327299,1.0,1.0,1.0
10758,Uperoleia lithomoda,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.4232545269439273,0.0073204826214253735,1.0,1.0,1.0,1.0,1.0
10759,Uperoleia lithomoda,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.15941486534337534,0.0010248251672369808,1.0,1.0,1.0,1.0,1.0
10760,Uperoleia lithomoda,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.10507921140468895,0.0005945829689517973,1.0,1.0,1.0,1.0,1.0
10761,Uperoleia lithomoda,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.09067116942280193,0.0004994931152060637,1.0,1.0,1.0,1.0,1.0
10762,Uperoleia lithomoda,1,1,1,IUCN,2019,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.08961512300203835,0.00044660862472695867,1.0,1.0,1.0,1.0,1.0
10763,Uperoleia lithomoda,1,1,1,Stewart Macdonald,2017,IUCN (International Union for Conservation of Nature),0,Extant (resident),111.30759896097608,69.85701759628313,1.0,1.0,1.0,1.0,0.9893262412005368
